movieid,producerid,addition
2216295,49765,"(co-producer) (as Petter Borgli)"
2216295,77647,"(associate producer)"
2216295,118369,"(co-producer) (as Dino de Dionisio)"
2216295,155272,(producer)
2216295,263900,"(executive producer) (as Christophe Lambert)"
2216295,389819,(co-producer)
2216295,407920,"(associate producer)"
2216295,434510,"(associate producer)"
2216316,90772,"(associate producer)"
2216316,208272,"(producer) (uncredited)"
2216640,7478,"(executive producer)"
2216640,68462,(producer)
2216642,119596,(producer)
2216642,180196,(producer)
2217530,39051,(producer)
2217530,139982,"(assistant producer)"
2217530,426434,"(associate producer)"
2217530,508276,(producer)
2217636,76485,(producer)
2217636,324573,"(executive producer)"
2217636,429996,(producer)
2217636,460416,"(executive producer: The Irish Film Board)"
2217693,550,"(associate producer)"
2217693,407244,(producer)
2217693,409749,"(executive producer)"
2217717,238279,"(co-executive producer)"
2217718,57891,(producer)
2217718,60788,"(executive producer) (as Michael Brysh)"
2217718,88539,(producer)
2217718,101485,"(line producer)"
2217718,105652,"(associate producer)"
2217718,169034,"(associate producer)"
2217718,170172,"(executive producer) (as Lisa Roberts)"
2217718,233198,(co-producer)
2217718,270484,"(executive producer)"
2217718,312344,"(associate producer)"
2217718,324775,"(associate producer)"
2217718,360645,"(executive producer)"
2217718,432950,"(executive producer)"
2217718,472994,(co-producer)
2217718,472995,"(co-producer) (as Sybil Temchen)"
2217718,485118,"(associate producer)"
2217718,510577,"(executive producer)"
2217718,527662,"(associate producer)"
2217782,208272,"(producer) (uncredited)"
2217888,41007,"(executive producer)"
2217888,102914,"(executive producer)"
2217888,144118,"(executive producer)"
2217888,244849,(producer)
2217888,397712,"(line producer)"
2218486,248907,"(associate producer)"
2218486,312972,(co-producer)
2218486,328874,(producer)
2218486,478620,"(executive producer)"
2218486,478669,(producer)
2218524,15355,(producer)
2218524,15638,"(executive producer)"
2218524,76169,"(executive producer)"
2218524,260984,"(line producer)"
2218524,451155,"(executive producer) (as Gregoire Sorlat)"
2218524,452900,(producer)
2218524,455459,"(executive producer)"
2218524,464614,"(associate producer)"
2219070,3858,(co-producer)
2219070,72904,(producer)
2219070,77537,"(executive producer)"
2219070,111494,"(associate producer)"
2219070,124615,(co-producer)
2219070,251905,"(associate producer)"
2219070,282023,"(executive producer)"
2219070,284010,"(associate producer)"
2219070,300937,"(executive producer)"
2219070,301478,(co-producer)
2219070,314743,(producer)
2219070,337635,"(executive producer)"
2219070,337686,"(associate producer)"
2219070,380627,"(associate producer)"
2219442,280263,(producer)
2219442,306498,"(producer) (uncredited)"
2219779,49906,"(executive producer)"
2219779,174733,(producer)
2219779,313490,"(associate producer)"
2219779,337551,(producer)
2219779,372745,"(executive producer)"
2219779,434454,"(associate producer) (as Albert Shapiro)"
2219779,440065,"(executive producer)"
2219779,458204,"(executive producer)"
2219992,59768,"(executive producer)"
2219992,139982,(co-producer)
2219992,180754,(producer)
2219992,242509,"(executive producer) (as Karen Kehela)"
2219992,242510,"(associate producer)"
2219992,276896,"(executive producer)"
2219992,336354,"(executive producer)"
2219992,433423,"(executive producer)"
2219992,510922,(co-producer)
2220554,36166,(producer)
2220554,185941,"(executive producer)"
2221102,53743,(producer)
2222143,29166,(producer)
2222143,29168,(producer)
2222143,29673,"(creative producer)"
2222143,54341,(co-producer)
2222143,72060,"(associate producer)"
2222143,86084,"(creative producer)"
2222143,496222,"(associate producer)"
2224890,98869,"(executive producer)"
2224890,154564,"(producer) (as Larry Franco)"
2224890,177032,(producer)
2224890,458104,"(executive producer)"
2225574,39068,"(producer) (uncredited)"
2225605,138096,"(line producer)"
2225605,154272,"(associate producer)"
2225605,174345,"(executive producer)"
2225605,176737,(producer)
2225605,188992,"(executive producer)"
2225605,238367,(producer)
2225605,306907,(producer)
2225605,320376,"(executive producer)"
2225624,46056,"(executive producer)"
2225624,443412,(producer)
2225624,447817,"(producer) (as Russ Smith)"
2226062,72308,"(executive producer)"
2226062,196833,"(executive producer)"
2226062,212279,"(executive producer)"
2226062,253510,(producer)
2226062,423832,"(executive producer)"
2226062,488635,(producer)
2226103,234657,"(producer) (uncredited)"
2226103,390382,(producer)
2226103,398699,"(executive producer)"
2226103,409345,(producer)
2227800,4864,(producer)
2227800,256765,(producer)
2227800,467438,(producer)
2228369,11801,"(associate producer) (as William H. Anderson)"
2228369,121083,"(executive producer) (uncredited)"
2228754,520859,(producer)
2229516,23185,(producer)
2229516,58309,(producer)
2229516,313976,"(producer) (uncredited)"
2229633,169687,(producer)
2229656,56827,(producer)
2229656,417610,(producer)
2229656,450895,"(associate producer)"
2229787,47451,(producer)
2229787,317673,(producer)
2230251,257151,(producer)
2230732,51968,"(co-executive producer)"
2230732,64055,(producer)
2230732,89729,"(executive producer)"
2230732,153753,"(executive producer)"
2230732,331040,(producer)
2230732,333275,"(associate producer)"
2230732,469526,"(co-executive producer)"
2230871,131564,"(associate producer)"
2230871,155822,(producer)
2230917,453052,(producer)
2231247,295677,"(executive producer)"
2231247,320824,(producer)
2231307,37057,(producer)
2231307,79662,(co-producer)
2231307,276678,"(executive producer)"
2231307,322508,(co-producer)
2231307,394145,(producer)
2231307,471053,(co-producer)
2231336,426456,(producer)
2231697,157342,"(executive producer)"
2231697,224884,(producer)
2231697,318868,"(executive producer)"
2231697,445229,"(animation producer)"
2231697,461822,"(associate producer)"
2231855,107549,(producer)
2231855,194774,"(executive producer)"
2231855,310441,(producer)
2231882,32914,(producer)
2231882,90983,"(executive producer)"
2231882,94936,"(executive producer)"
2231882,338139,(producer)
2231882,478391,"(line producer)"
2231882,508475,"(executive producer)"
2231896,186337,"(executive producer)"
2231896,312590,(co-producer)
2231896,352517,(producer)
2231896,373020,"(executive producer)"
2231909,124594,(producer)
2231909,147622,"(associate producer)"
2231909,527698,(producer)
2232226,205718,(producer)
2232226,272345,"(associate producer)"
2232255,50150,"(executive producer)"
2232255,290347,"(associate producer)"
2232255,350154,(producer)
2232299,56582,"(associate producer)"
2232299,92134,"(associate producer: Spain) (as Jaime Comas)"
2232299,145370,"(associate producer)"
2232299,194994,"(associate producer)"
2232299,212101,(producer)
2232299,212102,(producer)
2232299,251899,"(associate producer) (as Joseph Kluge)"
2232299,290415,(producer)
2232299,344325,(co-producer)
2232552,111447,"(co-executive producer)"
2232552,136151,"(executive producer)"
2232552,146890,(producer)
2232552,338139,(producer)
2232552,420661,"(co-executive producer)"
2232552,458698,(producer)
2232980,54969,(producer)
2232980,54970,(producer)
2232980,119767,"(executive producer)"
2232980,140207,"(associate producer) (as Marc Ezralow)"
2232980,250922,"(associate producer)"
2232980,310896,(co-producer)
2232980,316665,"(executive producer)"
2232980,432805,"(field producer: EPK)"
2232980,458372,(co-producer)
2233001,32914,(producer)
2233001,330866,"(executive producer)"
2233001,486942,(producer)
2233001,516019,"(executive producer)"
2233552,50265,(producer)
2233552,146796,"(executive producer)"
2233552,293779,(producer)
2233759,199117,"(producer) (uncredited)"
2233885,156872,(producer)
2233885,228848,"(associate producer)"
2233885,228849,(producer)
2233885,335296,(producer)
2233885,520539,(producer)
2234951,58593,"(executive producer)"
2234951,467129,(producer)
2235378,96328,"(executive producer)"
2235378,146633,"(executive producer)"
2235378,153206,(co-producer)
2235378,173559,"(co-executive producer)"
2235378,291852,(producer)
2235378,338686,(producer)
2235600,75970,(producer)
2235600,376279,(producer)
2236433,428187,(producer)
2236640,105653,"(executive producer)"
2236640,261039,(producer)
2236640,261040,"(executive producer)"
2236640,263308,"(associate producer) (as Farrell Timlake)"
2236640,311612,(producer)
2236640,323231,"(associate producer)"
2236640,339605,"(executive producer)"
2236640,363858,"(producer) (uncredited)"
2236640,407371,"(co-executive producer)"
2236640,408079,(producer)
2236640,460263,(producer)
2236888,213243,"(co-producer) (uncredited)"
2236888,425727,"(executive producer)"
2236888,515538,(producer)
2236888,515580,"(line producer)"
2237013,49666,"(line producer)"
2237013,175304,(co-producer)
2237013,193212,"(associate producer)"
2237013,243543,"(associate producer)"
2237013,417412,"(associate producer)"
2237013,436620,(producer)
2237801,105295,(producer)
2237801,485365,"(associate producer)"
2237801,511678,(producer)
2238427,172391,(producer)
2238427,173492,(producer)
2238427,476072,"(executive producer)"
2238465,318455,(producer)
2238483,29520,(producer)
2238483,355084,"(executive producer)"
2238483,404695,(producer)
2238595,51713,"(associate producer)"
2238595,509293,(producer)
2239654,275020,(producer)
2239941,75878,"(associate producer)"
2239941,87765,"(co-producer) (as Terence Clegg)"
2239941,233776,"(executive producer)"
2239941,378355,(producer)
2239941,477051,"(associate producer)"
2240178,117758,(producer)
2240178,194666,"(executive producer)"
2240178,434054,(producer)
2240178,436704,(producer)
2240178,450733,"(executive producer)"
2240406,127269,(producer)
2240406,452250,"(executive producer)"
2240516,38056,"(executive producer) (as Barry Berg)"
2240516,108833,(producer)
2240516,157294,(producer)
2240516,184436,"(associate producer)"
2240516,379618,"(associate producer)"
2240516,431325,"(executive producer)"
2240566,59357,(co-producer)
2240566,182196,(co-producer)
2240566,202298,"(executive producer)"
2240566,240520,(producer)
2240566,255017,"(executive producer)"
2240566,255018,(producer)
2240566,361769,(co-producer)
2240566,371814,(producer)
2240849,96328,(producer)
2240849,146633,(producer)
2240849,203367,(co-producer)
2240849,258441,(co-producer)
2240849,320006,(co-producer)
2240849,491495,"(associate producer)"
2240934,107830,"(executive producer)"
2240934,120398,"(executive producer)"
2240934,133110,(producer)
2240934,168881,"(associate producer)"
2240934,256092,(producer)
2240934,274651,"(executive producer)"
2240934,438739,"(executive producer)"
2240934,476072,"(executive producer)"
2240936,96194,(producer)
2240936,142358,(producer)
2240936,142368,(producer)
2240936,147368,(producer)
2240936,201420,"(executive producer)"
2240936,265406,"(associate producer)"
2240936,378643,(co-producer)
2240936,507698,"(executive producer)"
2240936,507723,"(executive producer)"
2241542,43315,"(executive producer)"
2241542,138883,(producer)
2241542,227795,"(executive producer)"
2241542,257862,(producer)
2241542,328867,"(line producer)"
2241542,454429,(producer)
2241805,92541,"(associate producer)"
2241805,102437,(producer)
2241805,141911,"(co-executive producer)"
2241805,254965,(co-producer)
2241805,267763,"(executive producer)"
2241805,267767,"(co-executive producer)"
2241805,323350,(co-producer)
2241805,343174,(producer)
2241805,367481,(co-producer)
2241805,436457,(producer)
2241805,458010,(producer)
2241805,477297,"(executive producer)"
2242954,27086,"(co-executive producer)"
2242954,232332,(co-producer)
2242954,345486,"(co-executive producer)"
2242954,402414,"(executive producer)"
2242954,409457,"(executive producer)"
2242954,411638,(producer)
2242954,415079,(producer)
2243968,16616,(producer)
2243968,72726,(co-producer)
2243968,345324,(producer)
2244080,253735,(producer)
2244271,130795,(producer)
2244271,296007,"(executive producer)"
2244271,488959,"(associate producer)"
2244488,95657,"(executive producer)"
2244488,322116,"(consulting producer)"
2244488,337412,"(executive producer)"
2244488,408037,"(executive producer)"
2244488,509166,(producer)
2245091,240973,(producer)
2245091,276546,(producer)
2245091,520859,"(producer) (uncredited)"
2245138,282555,(producer)
2245138,492773,"(executive producer)"
2246169,78579,(producer)
2246169,527326,(producer)
2246675,123860,(producer)
2246675,238520,"(assistant producer)"
2246675,398204,"(executive producer)"
2246675,423758,(producer)
2246675,518794,(producer)
2247345,38954,(producer)
2247345,133027,"(associate producer)"
2247345,333283,"(coordinating producer)"
2247345,343913,"(executive producer)"
2247345,443450,(producer)
2247366,63080,"(executive producer)"
2247366,94881,(producer)
2247366,169945,"(co-executive producer)"
2247366,314359,"(co-executive producer)"
2247366,322557,(producer)
2247366,390991,"(co-executive producer)"
2247366,524205,"(executive producer)"
2247594,266759,(producer)
2247594,453319,(producer)
2247913,26039,(producer)
2247913,298195,"(associate producer)"
2247913,518872,"(associate producer)"
2247913,522987,"(executive producer)"
2248232,70692,"(executive producer)"
2248232,180754,(producer)
2248438,123628,"(associate producer)"
2248438,281524,(producer)
2248438,466229,(producer)
2248473,39856,(producer)
2248473,406442,(co-producer)
2248473,508100,(producer)
2248574,275848,(producer)
2248574,348134,(producer)
2248580,107382,(producer)
2248580,107385,"(associate producer)"
2248580,185829,(producer)
2248580,440065,"(executive producer)"
2249442,43091,(producer)
2249442,235786,"(line producer)"
2249442,256184,(producer)
2250014,91858,(producer)
2250014,509560,(producer)
2250495,181465,(producer)
2250495,395405,(producer)
2250495,445396,"(executive producer)"
2250593,102680,(producer)
2250593,113730,"(line producer: Jordan)"
2250593,115437,"(executive producer)"
2250593,308734,"(executive producer)"
2250593,502216,"(supervising producer)"
2250599,30755,"(producer) (as Ron Bass)"
2250599,244963,"(executive producer)"
2250599,263680,(co-producer)
2250599,286561,"(executive producer)"
